timestamp,raw_data
2026-03-24T15:16:46.842975,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":130,""T"":2900634,""D"":338,""P"":38,""Xcm"":43,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:46.854980,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":131,""T"":2900647,""D"":339,""P"":17,""Xcm"":41,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:46.866960,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":132,""T"":2900660,""D"":336,""P"":26,""Xcm"":41,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:46.884889,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":133,""T"":2900673,""D"":337,""P"":13,""Xcm"":41,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:46.896909,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":134,""T"":2900686,""D"":335,""P"":26,""Xcm"":43,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:46.945171,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":135,""T"":2900735,""D"":334,""P"":19,""Xcm"":43,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:46.957278,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":136,""T"":2900748,""D"":335,""P"":22,""Xcm"":43,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:46.969068,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":137,""T"":2900761,""D"":336,""P"":31,""Xcm"":43,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:46.981113,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":138,""T"":2900774,""D"":336,""P"":16,""Xcm"":43,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:46.998959,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":139,""T"":2900787,""D"":339,""P"":22,""Xcm"":46,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.046968,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":140,""T"":2900836,""D"":334,""P"":11,""Xcm"":43,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.059053,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":141,""T"":2900849,""D"":333,""P"":25,""Xcm"":43,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.070952,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":142,""T"":2900862,""D"":335,""P"":16,""Xcm"":43,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.083026,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":143,""T"":2900875,""D"":332,""P"":-3,""Xcm"":41,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.095130,"b'JS006E{""TWR"": {""a16"":""503B"",""R"":144,""T"":2900888,""D"":334,""P"":6,""Xcm"":39,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.149260,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":145,""T"":2900937,""D"":334,""P"":28,""Xcm"":41,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.161115,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":146,""T"":2900950,""D"":338,""P"":14,""Xcm"":41,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.173089,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":147,""T"":2900963,""D"":337,""P"":10,""Xcm"":41,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.184912,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":148,""T"":2900976,""D"":334,""P"":11,""Xcm"":41,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.197210,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":149,""T"":2900989,""D"":334,""P"":18,""Xcm"":39,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.245150,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":150,""T"":2901038,""D"":334,""P"":38,""Xcm"":41,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.262972,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":151,""T"":2901051,""D"":336,""P"":26,""Xcm"":41,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.275051,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":152,""T"":2901064,""D"":334,""P"":20,""Xcm"":42,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.286891,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":153,""T"":2901077,""D"":333,""P"":20,""Xcm"":43,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.298936,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":154,""T"":2901090,""D"":336,""P"":32,""Xcm"":46,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.347069,"b'JS006E{""TWR"": {""a16"":""503B"",""R"":155,""T"":2901139,""D"":335,""P"":6,""Xcm"":43,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.359065,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":156,""T"":2901152,""D"":337,""P"":18,""Xcm"":42,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.376886,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":157,""T"":2901165,""D"":336,""P"":11,""Xcm"":39,""Ycm"":333,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.388974,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":158,""T"":2901178,""D"":334,""P"":17,""Xcm"":38,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.400894,"b'JS006E{""TWR"": {""a16"":""503B"",""R"":159,""T"":2901191,""D"":336,""P"":7,""Xcm"":38,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.448984,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":160,""T"":2901240,""D"":334,""P"":26,""Xcm"":38,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.460959,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":161,""T"":2901253,""D"":336,""P"":32,""Xcm"":39,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.472765,"b'JS006E{""TWR"": {""a16"":""503B"",""R"":162,""T"":2901266,""D"":330,""P"":4,""Xcm"":38,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.491161,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":163,""T"":2901279,""D"":336,""P"":16,""Xcm"":38,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.502943,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":164,""T"":2901292,""D"":336,""P"":16,""Xcm"":37,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.551302,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":165,""T"":2901341,""D"":332,""P"":27,""Xcm"":37,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.563068,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":166,""T"":2901354,""D"":332,""P"":11,""Xcm"":36,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.575124,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":167,""T"":2901367,""D"":336,""P"":32,""Xcm"":36,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.587045,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":168,""T"":2901380,""D"":337,""P"":10,""Xcm"":36,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.605037,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":169,""T"":2901393,""D"":332,""P"":24,""Xcm"":36,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.653279,"b'JS006E{""TWR"": {""a16"":""503B"",""R"":170,""T"":2901442,""D"":337,""P"":7,""Xcm"":36,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.664890,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":171,""T"":2901455,""D"":334,""P"":30,""Xcm"":36,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.676987,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":172,""T"":2901468,""D"":335,""P"":-5,""Xcm"":36,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.689084,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":173,""T"":2901481,""D"":334,""P"":34,""Xcm"":37,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
2026-03-24T15:16:47.701148,"b'JS006F{""TWR"": {""a16"":""503B"",""R"":174,""T"":2901494,""D"":333,""P"":37,""Xcm"":38,""Ycm"":332,""O"":0,""V"":49152,""X"":0,""Y"":0,""Z"":0}}\r\n'"
