Angles from file: 2m_30deg.csv
angle_deg
28.19498
28.31846
28.31846
28.31846
28.31846
28.54802
28.54802
28.31846
28.54802
28.31846
28.54802
28.67315
28.90236
28.90236
29.13056
29.35775
29.80911
30.25644
29.80911
29.80911
30.03328
30.25644
30.25644
30.38682
30.38682
30.25644
30.25644
30.25644
30.25644
30.25644
30.25644
30.03328
30.03328
30.03328
30.03328
29.80911
29.6809
30.03328
30.03328
30.03328
30.03328
30.03328
29.80911
29.45632
29.45632
29.6809
29.23074
29.48577
29.48577
29.48577
29.61481
29.25796
29.25796
29.25796
29.25796
29.35775
29.35775
29.71257
29.58394
29.58394
29.71257
29.58394
29.93834
29.71257
29.93834
29.93834
29.58394
29.58394
29.58394
29.58394
29.58394
29.58394
29.58394
29.58394
29.58394
29.58394
29.35775
29.35775
29.35775
29.58394
29.58394
29.58394
29.58394
29.71257
29.71257
29.71257
29.48577
29.48577
29.25796
29.48577
29.48577
29.48577
29.13056
29.13056
29.13056
29.13056
29.13056
29.13056
29.13056
29.13056
29.13056
29.13056
29.35775
29.35775
29.13056
29.13056
29.35775
29.48577
29.35775
29.35775
29.48577
29.35775
29.35775
29.35775
29.35775
29.35775
29.35775
29.35775
29.35775
29.23074
29.00417
29.23074
29.48577
29.84221
29.84221
29.84221
29.84221
29.48577
29.48577
29.48577
29.48577
29.84221
29.84221
29.84221
30.06858
30.06858
29.84221
29.25796
29.84221
29.48577
29.48577
29.25796
29.02913
29.25796
28.90236
28.54802
28.54802
28.77659
28.54802
28.77659
29.35775
29.58394
29.35775
29.58394
29.58394
29.58394
29.80911
29.80911
29.80911
29.80911
29.80911
29.80911
29.80911
29.80911
29.58394
29.80911
29.80911
29.80911
29.80911
29.80911
29.80911
29.93834
29.80911
29.80911
29.93834
29.93834
29.93834
29.71257
29.71257
29.48577
29.48577
29.48577
29.48577
29.48577
29.48577
29.25796
28.67315
28.67315
28.79928
28.67315
28.67315
28.67315
28.67315
28.67315
28.90236
28.67315
28.67315
28.67315
28.67315
28.44293
28.44293
28.44293
28.44293
28.67315
28.44293
28.67315
28.67315
28.67315
29.02913
28.67315
28.67315
28.67315
28.67315
28.90236
28.67315
28.67315
28.90236
28.90236
28.54802
28.31846
28.54802
28.31846
28.54802
28.54802
28.31846
28.31846
28.54802
28.90236
28.54802
28.77659
28.77659
28.77659
29.13056
29.13056
29.00417
29.23074
29.23074
29.35775
29.35775
29.13056
29.35775
29.35775
29.35775
29.58394
29.58394
29.58394
29.71257
29.71257
29.93834
29.71257
29.93834
29.71257
29.71257
29.93834
29.93834
29.93834
29.71257
29.48577
29.84221
29.61481
29.97289
29.38638
29.15692
29.38638
29.97289
29.61481
29.61481
29.97289
29.61481
29.97289
29.97289
29.97289
29.97289
29.84221
29.61481
29.84221
29.84221
30.06858
29.84221
30.06858
30.06858
29.93834
29.93834
29.93834
29.93834
29.93834
29.93834
30.16309
30.16309
30.51823
30.51823
30.74151
30.74151
30.74151
30.51823
30.74151
30.74151
30.74151
30.74151
30.74151
30.74151
30.74151
30.51823
30.51823
30.51823
30.51823
30.51823
30.51823
30.38682
30.16309
30.16309
30.16309
30.16309
30.03328
29.80911
29.80911
29.80911
29.35775
28.90236
28.90236
28.90236
28.54802
28.31846
28.31846
28.31846
28.65183
28.65183
28.65183
28.65183
28.65183
28.65183
28.65183
28.65183
28.65183
28.77659
28.77659
29.23074
28.65183
28.65183
28.65183
29.23074
29.23074
28.77659
28.77659
28.65183
28.65183
28.65183
28.65183
29.23074
29.23074
29.35775
29.58394
29.80911
29.80911
29.58394
29.58394
29.58394
29.58394
29.58394
29.58394
29.45632
29.45632
29.58394
29.58394
29.58394
29.58394
29.45632
29.45632
29.45632
29.58394
29.58394
29.45632
29.58394
29.58394
29.58394
29.58394
29.58394
29.58394
29.23074
28.77659
28.77659
28.77659
28.65183
28.65183
28.65183
28.65183
28.4239
28.4239
28.54802
28.19498
28.54802
28.19498
28.19498
28.19498
27.84324
28.19498
28.19498
27.84324
27.84324
27.84324
27.84324
28.19498
28.19498
28.19498
28.31846
28.31846
28.31846
28.31846
28.31846
28.67315
28.67315
28.67315
28.90236
28.90236
29.13056
29.13056
29.13056
29.13056
29.13056
29.13056
29.13056
28.90236
28.90236
28.90236
28.90236
28.90236
28.90236
28.90236
28.90236
28.90236
28.90236
28.77659
28.90236
28.90236
28.90236
28.77659
28.77659
