timestamp,distance_raw_m,angle_raw,x_m,y_m
2026-03-24T14:28:34.223712,1.29,4,-0.04,1.3
2026-03-24T14:28:34.235458,1.29,5,-0.04,1.3
2026-03-24T14:28:34.301336,1.4,0,-0.04,1.3
2026-03-24T14:28:34.313364,1.37,4,-0.04,1.3
2026-03-24T14:28:34.325313,1.36,7,-0.03,1.3
2026-03-24T14:28:34.385458,1.44,4,-0.01,1.31
2026-03-24T14:28:34.487261,1.33,0,-0.03,1.31
2026-03-24T14:28:34.541625,1.44,98,0.0,1.3
2026-03-24T14:28:35.255822,0.84,0,-0.3,1.29
2026-03-24T14:28:35.669268,0.71,-26,-0.09,0.99
2026-03-24T14:28:35.693789,0.73,-17,-0.08,0.97
2026-03-24T14:28:35.717497,0.72,-29,-0.08,0.95
2026-03-24T14:28:35.795530,0.71,-28,-0.08,0.92
2026-03-24T14:28:35.867542,0.69,-19,-0.08,0.86
2026-03-24T14:28:35.879651,0.69,-38,-0.08,0.83
2026-03-24T14:28:35.891677,0.7,-30,-0.09,0.81
2026-03-24T14:28:35.903469,0.66,-12,-0.09,0.8
2026-03-24T14:28:35.957354,0.66,-14,-0.09,0.79
2026-03-24T14:28:36.029347,0.67,-20,-0.09,0.73
2026-03-24T14:28:36.455607,0.82,-8,-0.09,0.7
2026-03-24T14:28:36.941534,0.88,-7,-0.09,0.78
2026-03-24T14:28:37.889544,1.05,9,-0.07,1.2
2026-03-24T14:28:44.021583,1.97,0,-0.04,1.85
2026-03-24T14:28:44.069849,1.92,5,-0.01,1.86
2026-03-24T14:28:44.105831,1.95,12,0.0,1.87
2026-03-24T14:28:44.123836,1.95,11,0.01,1.88
2026-03-24T14:28:44.231856,1.93,24,0.04,1.89
2026-03-24T14:28:44.250058,1.94,29,0.05,1.9
2026-03-24T14:28:44.297841,2.0,30,0.06,1.9
2026-03-24T14:28:44.321837,2.01,33,0.07,1.91
2026-03-24T14:28:44.381833,1.92,23,0.09,1.91
2026-03-24T14:28:44.423992,1.88,9,0.11,1.91
2026-03-24T14:28:44.507815,1.91,4,0.14,1.91
2026-03-24T14:28:48.858095,2.11,55,0.83,1.96
2026-03-24T14:28:48.875710,2.06,71,0.87,1.95
2026-03-24T14:28:48.924138,2.12,47,0.82,1.96
2026-03-24T14:28:48.935851,2.11,71,0.82,1.96
2026-03-24T14:28:48.948168,2.18,84,0.87,1.95
2026-03-24T14:28:48.959764,2.13,67,0.89,1.94
2026-03-24T14:28:48.972050,2.11,67,0.89,1.94
2026-03-24T14:28:49.026198,2.13,62,0.86,1.95
2026-03-24T14:28:49.038045,2.09,54,0.86,1.95
2026-03-24T14:28:49.050163,2.19,65,0.89,1.95
2026-03-24T14:28:58.650234,2.13,73,0.63,2.04
2026-03-24T14:28:58.746461,2.11,42,0.63,2.04
2026-03-24T14:28:58.758456,2.14,65,0.63,2.04
2026-03-24T14:28:58.884401,2.14,38,0.63,2.04
2026-03-24T14:28:59.214582,2.13,38,0.63,2.04
2026-03-24T14:28:59.370595,2.15,44,0.63,2.05
2026-03-24T14:28:59.484380,2.12,51,0.63,2.05
2026-03-24T14:28:59.532382,2.17,31,0.61,2.05
2026-03-24T14:28:59.556083,2.11,50,0.63,2.04
2026-03-24T14:28:59.586234,2.12,57,0.64,2.04
2026-03-24T14:29:15.756610,2.11,64,0.81,1.94
2026-03-24T14:29:15.768723,2.09,74,0.81,1.94
2026-03-24T14:29:15.780655,2.12,61,0.81,1.94
2026-03-24T14:29:15.792797,2.11,63,0.81,1.94
2026-03-24T14:29:15.810666,2.14,61,0.81,1.95
2026-03-24T14:29:15.858666,2.16,59,0.81,1.95
2026-03-24T14:29:15.906617,2.11,74,0.81,1.95
2026-03-24T14:29:15.918716,2.05,58,0.8,1.94
2026-03-24T14:29:15.930626,2.11,67,0.8,1.94
2026-03-24T14:29:15.948684,2.15,60,0.8,1.95
2026-03-24T14:29:30.384991,2.21,59,0.63,2.02
2026-03-24T14:29:30.397017,2.12,71,0.63,2.01
2026-03-24T14:29:30.511067,2.12,71,0.64,2.01
2026-03-24T14:29:30.523023,2.12,59,0.64,2.01
2026-03-24T14:29:30.757043,2.19,36,0.64,2.02
2026-03-24T14:29:30.804957,2.19,50,0.64,2.04
2026-03-24T14:29:30.816918,2.14,64,0.64,2.02
2026-03-24T14:29:30.895137,2.12,60,0.66,2.02
2026-03-24T14:29:30.955100,2.1,53,0.66,2.02
2026-03-24T14:29:31.033077,2.12,37,0.66,2.02
2026-03-24T14:29:32.616972,2.63,7,0.72,1.93
2026-03-24T14:29:34.573037,2.34,0,0.77,1.99
2026-03-24T14:29:40.069474,2.19,68,0.87,1.92
2026-03-24T14:29:40.087595,2.13,73,0.87,1.92
2026-03-24T14:29:40.099488,2.13,67,0.87,1.93
2026-03-24T14:29:40.147519,2.12,73,0.88,1.93
2026-03-24T14:29:40.159543,2.13,55,0.88,1.93
2026-03-24T14:29:40.171464,2.1,67,0.89,1.93
2026-03-24T14:29:40.183391,2.11,91,0.89,1.93
2026-03-24T14:29:40.201642,2.13,77,0.89,1.93
2026-03-24T14:29:40.249567,2.07,65,0.88,1.93
2026-03-24T14:29:40.261139,2.1,68,0.88,1.93
2026-03-24T14:29:49.741635,2.11,56,0.76,1.99
2026-03-24T14:29:49.867853,2.18,60,0.79,1.99
2026-03-24T14:29:50.071596,2.14,56,0.79,2.0
2026-03-24T14:29:50.125757,2.15,45,0.76,2.0
2026-03-24T14:29:50.185923,2.13,72,0.76,2.0
2026-03-24T14:29:50.233947,2.12,43,0.75,2.0
2026-03-24T14:29:50.263508,2.12,62,0.76,2.0
2026-03-24T14:29:50.347725,2.15,62,0.79,1.99
2026-03-24T14:29:50.359592,2.17,55,0.79,1.99
2026-03-24T14:29:50.383976,2.14,53,0.76,2.0
2026-03-24T14:30:04.339876,2.21,39,0.87,1.99
2026-03-24T14:30:04.442271,2.13,51,0.87,1.99
2026-03-24T14:30:04.478261,2.12,50,0.84,1.99
2026-03-24T14:30:04.508020,2.13,61,0.82,1.98
2026-03-24T14:30:04.532136,2.15,62,0.83,1.98
2026-03-24T14:30:04.556370,2.16,50,0.82,1.99
2026-03-24T14:30:04.615939,2.13,70,0.82,1.99
2026-03-24T14:30:04.681731,2.18,55,0.81,1.99
2026-03-24T14:30:04.706177,2.12,61,0.82,1.99
2026-03-24T14:30:04.717916,2.11,44,0.81,1.99
