time,cmd_v,cmd_z,left_wheel,right_wheel,odom_yaw_rate,imu_yaw_rate
0.041178668,0.11,0.0,0.0,0.0,0.0,0.0
0.087294221,0.11,0.0,0.0,0.0,0.0002866084052403527,0.0
0.13724756100000002,0.11,0.0,0.007913671894392689,0.005539570326074882,-0.010315422777799206,-0.02447660081088543
0.18728618300000002,0.11,0.0,0.03798562509308491,0.038776992282524174,-0.048868519545147725,-0.06172360107302666
0.23732566900000002,0.11,0.0,0.06330937515514151,0.06568347672345932,-0.0011385376805443186,0.019155599176883698
0.28735565,0.11,0.0,0.0917985939749552,0.09021585959607666,-0.005908625469115394,-0.014898800291121006
0.337328159,0.11,0.0,0.09654679711159081,0.09892089867990861,0.013301306436633402,0.02447660081088543
0.387327132,0.11,0.0,0.1068345705743013,0.10604320338486203,-0.002063060275075925,0.0
0.43732812000000004,0.11,0.0,0.11000003933205837,0.10841730495317985,-0.016866733760609903,0.0
0.487308597,0.11,0.0,0.11158277371093692,0.11000003933205837,-0.011896188269444276,-0.011706200428307056
0.5373076,0.11,0.0,0.10920867214261912,0.11000003933205837,-0.005578488112686168,0.02128399908542633
0.587321035,0.11,0.0,0.11000003933205837,0.10762593776374058,-0.014294058290218167,-0.03405439853668213
0.6373169320000001,0.11,0.0,0.11079140652149765,0.10762593776374058,-0.03127097328653353,-0.04469640180468559
0.6873170540000001,0.11,0.0,0.11079140652149765,0.10762593776374058,-0.026384385776723755,-0.011706200428307056
0.7373294970000001,0.11,0.0,0.11079140652149765,0.11000003933205837,-0.004131086211482005,-0.009577799588441849
0.787323795,0.11,0.0,0.10841730495317985,0.10920867214261912,0.0012726983900422219,0.02766920067369938
0.8373230850000001,0.11,0.0,0.11000003933205837,0.10920867214261912,0.017874908978478824,0.03937539830803871
0.887315398,0.11,0.0,0.10920867214261912,0.10762593776374058,-0.006917583085146571,0.0
0.9373192320000001,0.11,0.0,0.10604320338486203,0.11000003933205837,0.034704665224430276,0.01383460033684969
0.9873310030000001,0.11,0.0,0.10920867214261912,0.11000003933205837,0.010235271637164377,0.010641999542713165
1.03730466,0.11,0.0,0.10841730495317985,0.11000003933205837,0.007831711260581324,0.022348200902342796
1.087303214,0.11,0.0,0.10841730495317985,0.11000003933205837,0.010212803332555283,0.01809139922261238
1.137331977,0.11,0.0,0.10762593776374058,0.10920867214261912,-0.0022160222396698393,0.020219799131155014
1.18732045,0.11,0.0,0.10841730495317985,0.10525183619542276,-0.015365503442164034,-0.038311198353767395
1.237361981,0.11,0.0,0.10920867214261912,0.10525183619542276,-0.021346044572225387,-0.026605000719428062
1.2873516070000002,0.11,0.0,0.1068345705743013,0.10762593776374058,-0.007234405209264153,0.0
1.3373498730000002,0.11,0.0,0.11000003933205837,0.11000003933205837,0.0031718417962058043,-0.011706200428307056
1.387370188,0.11,0.0,0.10841730495317985,0.10920867214261912,0.006964788256425901,0.023412400856614113
1.437345477,0.11,0.0,0.11000003933205837,0.11316550808981546,0.007276466053281502,0.023412400856614113
1.487348799,0.11,0.0,0.10920867214261912,0.11000003933205837,-0.00463994384946448,0.005320999771356583
1.537351128,0.11,0.0,0.10762593776374058,0.11079140652149765,0.027316277809035894,0.009577799588441849
1.5873241100000002,0.11,0.0,0.10762593776374058,0.10841730495317985,0.008705071205464753,-0.005320999771356583
