node_time_sec,elapsed_sec,cmd_forward_speed,cmd_angular_speed,imu_time_sec,imu_ang_z,imu_ang_vel_z,sensor_state_time,left_encoder,right_encoder
1776756538.107831,4.409732,0.000000,0.000000,,,,,,
1776756538.157813,4.459714,0.000000,0.000000,,,,,,
1776756538.207824,4.509726,0.000000,0.000000,,,,,,
1776756538.257809,4.559711,0.000000,0.000000,,,,,,
1776756538.307827,4.609729,0.000000,0.000000,,,,,,
1776756538.357811,4.659712,0.000000,0.000000,,,,,,
1776756538.407815,4.709717,0.000000,0.000000,,,,,,
1776756538.457811,4.759712,0.000000,0.000000,,,,,,
1776756538.507857,4.809758,0.000000,0.000000,,,,,,
1776756538.557833,4.859735,0.000000,0.000000,,,,,,
1776756538.607807,4.909708,0.000000,0.000000,,,,,,
1776756538.657835,4.959736,0.000000,0.000000,,,,,,
1776756538.707819,5.009721,0.000000,0.000000,,,,,,
1776756538.757847,5.059748,0.000000,0.000000,,,,,,
1776756538.807827,5.109728,0.000000,0.000000,,,,,,
1776756538.857817,5.159719,0.000000,0.000000,,,,,,
1776756538.907831,5.209732,0.000000,0.000000,,,,,,
1776756538.957814,5.259715,0.000000,0.000000,,,,,,
1776756539.007846,5.309747,0.000000,0.000000,,,,,,
1776756539.057823,5.359724,0.000000,0.000000,,,,,,
1776756539.107817,5.409719,0.000000,0.000000,,,,,,
1776756539.157828,5.459729,0.000000,0.000000,,,,,,
1776756539.207803,5.509705,0.000000,0.000000,,,,,,
1776756539.257852,5.559753,0.000000,0.000000,,,,,,
1776756539.307823,5.609725,0.000000,0.000000,,,,,,
1776756539.357809,5.659710,0.000000,0.000000,,,,,,
1776756539.407820,5.709722,0.000000,0.000000,,,,,,
1776756539.457869,5.759770,0.000000,0.000000,,,,,,
1776756539.507849,5.809750,0.000000,0.000000,,,,,,
1776756539.557823,5.859725,0.000000,0.000000,,,,,,
1776756539.607824,5.909725,0.000000,0.000000,,,,,,
1776756539.657820,5.959721,0.000000,0.000000,,,,,,
1776756539.707852,6.009753,0.000000,0.000000,,,,,,
1776756539.757854,6.059755,0.000000,0.000000,,,,,,
1776756539.807840,6.109741,0.000000,0.000000,,,,,,
1776756539.857831,6.159733,0.000000,0.000000,,,,,,
1776756539.907840,6.209741,0.000000,0.000000,,,,,,
1776756539.957860,6.259761,0.000000,0.000000,,,,,,
1776756540.007831,6.309732,0.000000,0.000000,,,,,,
1776756540.057854,6.359755,0.000000,0.000000,,,,,,
1776756540.107825,6.409726,0.000000,0.000000,,,,,,
1776756540.157845,6.459747,0.000000,0.000000,,,,,,
1776756540.207859,6.509761,0.000000,0.000000,,,,,,
1776756540.257834,6.559736,0.000000,0.000000,,,,,,
1776756540.307829,6.609730,0.000000,0.000000,,,,,,
1776756540.357830,6.659731,0.000000,0.000000,,,,,,
1776756540.407828,6.709729,0.000000,0.000000,,,,,,
1776756540.457866,6.759768,0.000000,0.000000,,,,,,
1776756540.507856,6.809757,0.000000,0.000000,,,,,,
1776756540.557830,6.859731,0.000000,0.000000,,,,,,
1776756540.607827,6.909729,0.000000,0.000000,,,,,,
1776756540.657824,6.959726,0.000000,0.000000,,,,,,
1776756540.707858,7.009759,0.000000,0.000000,,,,,,
