time,speed
0.269319283,0.0
0.334581685,0.0
0.374856609,0.0
0.417961668,0.0
0.48426639000000005,0.0
0.527316216,0.0
0.568332276,0.0
0.631574356,0.0
0.671399084,0.0
0.7280975230000001,0.0
0.7705903030000001,0.0
0.8318021430000001,0.0
0.87916194,0.0
0.927693415,0.0
0.965790875,0.0
1.029842037,0.0
1.0665502340000002,0.0
1.1306795250000001,0.0
1.169691736,0.012252410083089164
1.2210521520000002,0.037094495829030745
1.276036825,0.06143246602142186
1.3219585120000001,0.10199930336115973
1.3876785170000001,0.0903059680314291
1.4242144870000002,0.07272679720580362
1.468187023,0.16459625380216236
1.528430525,0.07198499075466862
1.5696693130000001,0.16893574076650567
1.629556832,0.08779314993357186
1.6809354140000001,0.12283830597841422
1.722740305,0.10432660823938568
1.769109427,0.09904370740254131
1.8279528950000001,0.08684493140178674
1.8682126120000002,0.14774229138061973
1.9291154160000001,0.07758918652900712
1.971466527,0.16076421747458775
2.022565588,0.09905361997640492
2.077539019,0.08222622292241077
2.118337551,0.1499532999313346
2.166063266,0.09903956932414149
2.223697581,0.07911736253254885
2.26652477,0.15649133450269434
2.3286874390000003,0.07682276929030607
2.366248562,0.16224335594657877
2.4278457860000002,0.0883775742967223
2.4725747780000003,0.13090712637291121
2.5286442950000003,0.09546498282790807
2.5740719110000003,0.12312787463901752
2.6196669160000003,0.0952325860860298
2.665665993,0.1006499463322005
2.7240089270000003,0.08350550612887173
2.767355836,0.15937322376642846
2.8267617670000003,0.07352533845968123
2.8723974670000003,0.1630543169937344
2.917523651,0.09791333242392271
2.971777265,0.09432668589136861
3.021254115,0.13108960303065456
3.077882268,0.09413776039176824
3.12396434,0.11957260384299716
3.1743143500000004,0.1081269711235919
3.2274346790000004,0.07482619300372854
3.2748793370000002,0.15981271287664384
3.321498442,0.09952184790156778
3.3864099710000004,0.09840446442585869
3.4188842040000003,0.12612305948074248
3.4702146750000002,0.09304394855989638
3.5257396030000003,0.07645944506172651
3.5662313130000003,0.1649642665795908
3.6389593990000004,0.07400145779404314
3.667583453,0.17182171197395132
3.7292442670000003,0.07427165469671454
3.7737082400000004,0.15508310754067817
3.818791522,0.10832840549988457
3.8851345790000003,0.0775203293766316
