timestamp,distance_raw_m,x_m,y_m,angle_deg
2026-03-24T15:20:33.693602,337,0.43,3.33,7.35784
2026-03-24T15:20:38.445834,355,1.47,3.19,24.74096
2026-03-24T15:20:38.458067,350,1.42,3.2,23.92925
2026-03-24T15:20:38.470157,350,1.42,3.2,23.92925
2026-03-24T15:20:38.482376,349,1.4,3.21,23.5638
2026-03-24T15:20:38.536166,350,1.42,3.2,23.92925
2026-03-24T15:20:38.548017,348,1.42,3.2,23.92925
2026-03-24T15:20:38.560097,352,1.42,3.2,23.92925
2026-03-24T15:20:38.572390,349,1.42,3.2,23.92925
2026-03-24T15:20:38.584162,348,1.42,3.2,23.92925
2026-03-24T15:20:38.632362,346,1.44,3.19,24.29492
2026-03-24T15:20:43.695804,348,1.45,3.17,24.57998
2026-03-24T15:20:43.713864,350,1.46,3.17,24.72928
2026-03-24T15:20:43.725806,348,1.45,3.17,24.57998
2026-03-24T15:20:43.773749,353,1.45,3.17,24.57998
2026-03-24T15:20:43.785853,351,1.46,3.17,24.72928
2026-03-24T15:20:43.797872,350,1.46,3.17,24.72928
2026-03-24T15:20:43.809922,353,1.46,3.17,24.72928
2026-03-24T15:20:43.827881,351,1.5,3.16,25.39292
2026-03-24T15:20:43.875834,353,1.5,3.16,25.39292
2026-03-24T15:20:43.887787,351,1.51,3.17,25.47036
2026-03-24T15:20:48.975866,346,1.47,3.16,24.94737
2026-03-24T15:20:48.988002,349,1.49,3.15,25.31489
2026-03-24T15:20:49.036335,347,1.47,3.15,25.01689
2026-03-24T15:20:49.048107,347,1.49,3.14,25.38538
2026-03-24T15:20:49.059882,350,1.47,3.15,25.01689
2026-03-24T15:20:49.077952,351,1.47,3.15,25.01689
2026-03-24T15:20:49.090104,348,1.47,3.15,25.01689
2026-03-24T15:20:49.138173,351,1.46,3.16,24.79813
2026-03-24T15:20:49.149876,350,1.45,3.17,24.57998
2026-03-24T15:20:49.173851,349,1.46,3.17,24.72928
2026-03-24T15:20:54.261924,347,1.47,3.17,24.87821
2026-03-24T15:20:54.328189,348,1.49,3.16,25.24477
2026-03-24T15:20:54.340147,349,1.47,3.17,24.87821
2026-03-24T15:20:54.352165,349,1.49,3.16,25.24477
2026-03-24T15:20:54.364365,349,1.49,3.16,25.24477
2026-03-24T15:20:54.376210,348,1.49,3.16,25.24477
2026-03-24T15:20:54.424133,349,1.49,3.16,25.24477
2026-03-24T15:20:54.442258,353,1.49,3.16,25.24477
2026-03-24T15:20:54.454030,349,1.47,3.16,24.94737
2026-03-24T15:20:54.465950,348,1.47,3.16,24.94737
2026-03-24T15:20:59.602419,353,1.46,3.2,24.52484
2026-03-24T15:20:59.613996,348,1.46,3.2,24.52484
2026-03-24T15:20:59.626006,352,1.46,3.2,24.52484
2026-03-24T15:20:59.638053,349,1.46,3.2,24.52484
2026-03-24T15:20:59.656229,350,1.44,3.21,24.16092
2026-03-24T15:20:59.704359,350,1.4,3.22,23.49857
2026-03-24T15:20:59.716457,351,1.37,3.22,23.0481
2026-03-24T15:20:59.728136,350,1.4,3.22,23.49857
2026-03-24T15:20:59.740129,348,1.44,3.21,24.16092
2026-03-24T15:20:59.752338,348,1.43,3.21,24.01215
2026-03-24T15:21:04.828066,346,1.47,3.17,24.87821
2026-03-24T15:21:04.840096,345,1.49,3.16,25.24477
2026-03-24T15:21:04.858189,348,1.47,3.17,24.87821
2026-03-24T15:21:04.870196,347,1.44,3.18,24.36245
2026-03-24T15:21:04.918190,345,1.41,3.18,23.91232
2026-03-24T15:21:04.930171,348,1.41,3.18,23.91232
2026-03-24T15:21:04.942098,348,1.41,3.18,23.91232
2026-03-24T15:21:04.954193,350,1.41,3.19,23.84573
2026-03-24T15:21:04.972191,351,1.42,3.18,24.06271
2026-03-24T15:21:05.020325,346,1.42,3.18,24.06271
2026-03-24T15:21:10.054259,354,1.39,3.21,23.41366
2026-03-24T15:21:10.072237,351,1.4,3.2,23.62938
2026-03-24T15:21:10.084436,348,1.4,3.2,23.62938
